                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 0.8909,                0.78474,                 1.2009,                0.83861,                0.69023,                0.76173,                0.44837,                 1.4134,                0.87663,                 1.6056,              0.0005797,              0.0005797,              0.0005797
                     22,                0.87288,                0.76424,                 1.1891,                0.86472,                0.71033,                0.77917,                0.46003,                 1.4226,                0.83274,                 1.6241,             0.00057263,             0.00057263,             0.00057263
                     23,                0.86388,                0.74363,                  1.178,                0.85155,                0.72241,                0.78505,                0.45214,                 1.4961,                0.82165,                 1.7516,             0.00056556,             0.00056556,             0.00056556
                     24,                0.84616,                0.72838,                 1.1661,                0.86372,                 0.7113,                0.78238,                 0.4816,                 1.3426,                0.84735,                  1.553,             0.00055849,             0.00055849,             0.00055849
                     25,                0.84637,                0.72059,                 1.1667,                0.89373,                0.69938,                0.78797,                0.48032,                 1.3859,                0.81799,                  1.626,             0.00055142,             0.00055142,             0.00055142
                     26,                0.84221,                0.71441,                 1.1705,                0.84469,                0.71671,                0.77973,                0.48512,                 1.3284,                0.84328,                 1.5867,             0.00054435,             0.00054435,             0.00054435
                     27,                0.82409,                0.69522,                 1.1513,                0.87856,                0.70874,                0.77865,                0.46371,                   1.39,                0.81438,                  1.575,             0.00053728,             0.00053728,             0.00053728
                     28,                0.80283,                0.66778,                 1.1464,                0.89592,                0.72165,                0.80045,                0.49527,                 1.3291,                0.77523,                 1.5288,             0.00053022,             0.00053022,             0.00053022
                     29,                0.81768,                 0.6749,                 1.1488,                0.85687,                0.76488,                0.82565,                0.51028,                 1.3051,                 0.7253,                 1.5086,             0.00052315,             0.00052315,             0.00052315
                     30,                0.80057,                0.65916,                  1.141,                0.87938,                 0.7534,                0.82023,                0.52081,                 1.2477,                0.70646,                 1.4611,             0.00051608,             0.00051608,             0.00051608
                     31,                0.78233,                0.63717,                 1.1299,                0.89047,                0.73216,                 0.8121,                0.51778,                 1.2399,                0.70102,                 1.4835,             0.00050901,             0.00050901,             0.00050901
                     32,                0.77803,                0.63222,                 1.1209,                0.85206,                0.76355,                0.81856,                 0.5208,                 1.2608,                0.70196,                 1.5263,             0.00050194,             0.00050194,             0.00050194
                     33,                0.76957,                0.62592,                 1.1199,                0.89001,                0.75822,                0.81945,                0.50951,                 1.3333,                  0.696,                 1.5587,             0.00049487,             0.00049487,             0.00049487
                     34,                 0.7525,                0.60232,                 1.1063,                0.88205,                 0.7672,                0.83018,                0.54058,                 1.2258,                0.68343,                 1.4635,              0.0004878,              0.0004878,              0.0004878
                     35,                0.75438,                0.61722,                 1.1156,                0.89973,                0.75996,                0.82519,                0.50562,                 1.3298,                0.68036,                 1.5664,             0.00048074,             0.00048074,             0.00048074
                     36,                0.74514,                0.59059,                 1.0997,                0.92285,                0.76272,                0.83743,                0.54163,                 1.2378,                0.65493,                 1.4789,             0.00047367,             0.00047367,             0.00047367
                     37,                0.74587,                 0.5979,                 1.1003,                0.87658,                0.77386,                 0.8309,                0.53916,                 1.2414,                0.64727,                  1.475,              0.0004666,              0.0004666,              0.0004666
                     38,                 0.7267,                0.57346,                 1.0876,                0.87928,                0.76971,                0.83264,                0.54745,                 1.1898,                0.64023,                 1.4384,             0.00045953,             0.00045953,             0.00045953
                     39,                 0.7286,                0.57333,                 1.0901,                0.91991,                  0.753,                0.83891,                0.53983,                 1.2418,                0.64568,                 1.4805,             0.00045246,             0.00045246,             0.00045246
                     40,                0.71847,                0.56411,                 1.0844,                0.93471,                0.76632,                0.84756,                0.55225,                 1.2317,                0.65677,                 1.4592,             0.00044539,             0.00044539,             0.00044539
                     41,                0.71434,                0.56235,                 1.0809,                0.93127,                0.76061,                0.84712,                0.56295,                 1.1854,                0.62623,                 1.4152,             0.00043832,             0.00043832,             0.00043832
                     42,                0.71401,                0.55812,                 1.0811,                0.92252,                0.76568,                0.84294,                0.54826,                 1.2216,                0.62841,                 1.4541,             0.00043126,             0.00043126,             0.00043126
                     43,                0.70425,                0.54676,                 1.0737,                0.89386,                0.76799,                0.84787,                0.56526,                 1.1796,                0.63759,                 1.4297,             0.00042419,             0.00042419,             0.00042419
                     44,                0.70064,                0.54346,                 1.0651,                0.89026,                0.77955,                0.84281,                0.56615,                 1.1623,                0.61841,                 1.4176,             0.00041712,             0.00041712,             0.00041712
                     45,                0.69419,                0.53361,                 1.0678,                0.92058,                0.76549,                0.85172,                0.56423,                 1.2054,                0.62789,                 1.4274,             0.00041005,             0.00041005,             0.00041005
                     46,                0.68745,                0.52573,                 1.0593,                0.89375,                0.79894,                0.85793,                0.57576,                 1.1273,                0.62221,                 1.3874,             0.00040298,             0.00040298,             0.00040298
                     47,                0.67623,                0.51612,                 1.0511,                0.91124,                0.77725,                0.84868,                0.57259,                  1.133,                0.61613,                 1.4041,             0.00039591,             0.00039591,             0.00039591
                     48,                0.67979,                0.51689,                  1.058,                0.91858,                0.77484,                0.85178,                0.55475,                 1.2182,                0.63432,                 1.4584,             0.00038884,             0.00038884,             0.00038884
                     49,                0.66841,                0.51189,                  1.052,                 0.9137,                0.75828,                0.84727,                0.55769,                 1.1837,                0.62159,                  1.484,             0.00038178,             0.00038178,             0.00038178
                     50,                0.66658,                0.50815,                   1.05,                0.88846,                0.78239,                0.85313,                0.58872,                 1.1225,                0.59813,                 1.4102,             0.00037471,             0.00037471,             0.00037471
                     51,                0.65348,                0.49886,                  1.048,                0.87644,                0.80746,                0.85508,                0.58888,                 1.1046,                0.58467,                 1.3555,             0.00036764,             0.00036764,             0.00036764
                     52,                0.64996,                0.49354,                 1.0465,                0.94453,                0.78955,                0.86216,                0.59221,                 1.0971,                0.56369,                 1.3421,             0.00036057,             0.00036057,             0.00036057
                     53,                0.64201,                0.48869,                 1.0446,                0.95653,                0.77223,                0.85927,                0.58471,                 1.1261,                0.55788,                 1.4031,              0.0003535,              0.0003535,              0.0003535
                     54,                0.64441,                 0.4841,                 1.0324,                 0.9251,                0.80158,                0.86876,                0.59801,                 1.1095,                0.56946,                 1.3635,             0.00034643,             0.00034643,             0.00034643
                     55,                 0.6326,                0.47517,                 1.0296,                0.91594,                0.77922,                0.85811,                0.58796,                 1.1263,                0.57898,                 1.4246,             0.00033936,             0.00033936,             0.00033936
                     56,                0.62777,                 0.4641,                 1.0262,                0.90472,                0.79909,                0.85864,                0.60016,                 1.0599,                0.56264,                 1.3344,              0.0003323,              0.0003323,              0.0003323
                     57,                0.62459,                0.46938,                 1.0223,                0.93203,                0.78367,                0.86804,                0.60947,                  1.068,                0.55311,                 1.3319,             0.00032523,             0.00032523,             0.00032523
                     58,                0.61387,                0.45748,                 1.0161,                0.91693,                 0.7994,                0.85918,                0.59527,                 1.1227,                0.56987,                 1.3878,             0.00031816,             0.00031816,             0.00031816
                     59,                0.61862,                0.46031,                   1.02,                0.92597,                 0.7882,                0.87321,                0.60786,                 1.0593,                0.56422,                 1.3364,             0.00031109,             0.00031109,             0.00031109
                     60,                 0.6131,                0.45606,                  1.017,                0.91359,                0.80745,                0.87074,                 0.5921,                 1.1085,                0.56971,                 1.3756,             0.00030402,             0.00030402,             0.00030402
                     61,                0.60947,                 0.4548,                 1.0101,                0.91985,                0.79614,                0.85773,                0.60191,                 1.0481,                 0.5488,                 1.3475,             0.00029695,             0.00029695,             0.00029695
                     62,                0.59526,                0.44038,                 1.0026,                0.92668,                0.79292,                0.86482,                0.59771,                 1.0949,                0.56461,                 1.3822,             0.00028988,             0.00028988,             0.00028988
                     63,                0.58904,                0.43562,                 1.0018,                0.93328,                0.80998,                0.86949,                0.61669,                 1.0397,                0.54735,                 1.3096,             0.00028282,             0.00028282,             0.00028282
                     64,                0.59283,                0.43667,                 1.0023,                0.92698,                0.79953,                0.86763,                 0.6053,                 1.0484,                0.53396,                 1.3285,             0.00027575,             0.00027575,             0.00027575
                     65,                0.58771,                0.43212,                 1.0002,                0.91726,                0.80742,                0.86164,                0.60691,                 1.0279,                0.55016,                 1.3109,             0.00026868,             0.00026868,             0.00026868
                     66,                0.58551,                0.42369,                 1.0001,                0.92251,                0.82168,                 0.8758,                0.61193,                 1.0415,                0.51806,                 1.3231,             0.00026161,             0.00026161,             0.00026161
                     67,                0.58028,                0.42366,                0.99697,                0.92504,                0.82557,                0.87474,                0.61071,                 1.0774,                0.54607,                 1.3564,             0.00025454,             0.00025454,             0.00025454
                     68,                0.56752,                0.41764,                0.99394,                0.92258,                0.81528,                0.87873,                 0.6228,                 1.0028,                0.51629,                 1.3007,             0.00024747,             0.00024747,             0.00024747
                     69,                0.56427,                0.41583,                0.99221,                0.91903,                0.82886,                0.86922,                  0.618,                  1.023,                0.52006,                 1.3207,              0.0002404,              0.0002404,              0.0002404
                     70,                 0.5629,                 0.4126,                0.99182,                0.92271,                0.82222,                0.88204,                0.63396,                0.98237,                 0.5008,                 1.2848,             0.00023334,             0.00023334,             0.00023334
                     71,                0.55555,                0.40696,                0.98459,                0.93754,                0.81087,                0.87823,                0.62574,                 1.0014,                0.50731,                 1.2927,             0.00022627,             0.00022627,             0.00022627
                     72,                0.54943,                 0.3992,                0.98642,                0.92438,                 0.8255,                 0.8813,                0.63922,                0.98237,                0.50031,                 1.2684,              0.0002192,              0.0002192,              0.0002192
                     73,                0.54482,                0.39527,                0.97774,                0.91648,                0.81125,                0.87248,                0.63046,                 1.0095,                0.51526,                 1.3107,             0.00021213,             0.00021213,             0.00021213
                     74,                0.53811,                0.38717,                0.97289,                0.91546,                0.84076,                 0.8797,                0.63219,                 1.0187,                0.50693,                 1.3069,             0.00020506,             0.00020506,             0.00020506
                     75,                0.53734,                0.38437,                 0.9752,                0.92344,                0.81329,                0.87348,                 0.6321,                0.94629,                0.52083,                 1.2448,             0.00019799,             0.00019799,             0.00019799
                     76,                0.53706,                0.38835,                0.97157,                0.94481,                0.80231,                0.88228,                   0.63,                 1.0269,                 0.5175,                 1.3302,             0.00019092,             0.00019092,             0.00019092
                     77,                0.52974,                0.38485,                0.96843,                0.90982,                 0.8297,                0.88063,                0.63682,                0.96754,                0.50912,                 1.2739,             0.00018385,             0.00018385,             0.00018385
                     78,                0.52781,                 0.3801,                0.97295,                0.90667,                0.83304,                0.88268,                 0.6329,                0.98912,                0.49544,                 1.2894,             0.00017679,             0.00017679,             0.00017679
                     79,                0.51888,                0.37213,                0.96458,                0.91103,                0.83285,                0.88304,                0.63373,                0.98223,                0.49136,                 1.2859,             0.00016972,             0.00016972,             0.00016972
                     80,                0.51924,                0.37297,                0.96141,                0.93251,                0.83422,                0.88654,                 0.6354,                0.98623,                0.48537,                 1.2825,             0.00016265,             0.00016265,             0.00016265
                     81,                0.51215,                0.37085,                0.96372,                0.94422,                 0.8298,                0.88669,                0.64276,                0.97136,                0.49214,                 1.2835,             0.00015558,             0.00015558,             0.00015558
                     82,                0.51045,                0.36826,                 0.9594,                0.92923,                 0.8318,                0.88959,                 0.6451,                 0.9596,                 0.4871,                  1.289,             0.00014851,             0.00014851,             0.00014851
                     83,                0.49866,                0.35849,                0.95674,                0.93181,                0.82831,                0.88182,                0.64252,                0.98018,                  0.483,                 1.2905,             0.00014144,             0.00014144,             0.00014144
                     84,                0.50115,                0.36196,                0.95903,                0.95508,                0.81916,                0.88491,                0.63936,                0.97463,                0.48024,                 1.3072,             0.00013437,             0.00013437,             0.00013437
                     85,                0.49383,                 0.3559,                0.95411,                0.92773,                0.82683,                0.88797,                0.64899,                0.92843,                0.47261,                 1.2544,             0.00012731,             0.00012731,             0.00012731
                     86,                0.49284,                   0.35,                0.94928,                 0.9252,                0.83779,                0.88776,                0.65462,                0.92069,                 0.4595,                 1.2403,             0.00012024,             0.00012024,             0.00012024
                     87,                0.49106,                 0.3499,                0.94909,                0.94579,                0.81497,                0.88478,                0.65264,                0.91851,                0.47927,                 1.2346,             0.00011317,             0.00011317,             0.00011317
                     88,                0.48486,                0.34868,                0.94513,                0.92984,                 0.8387,                0.89705,                0.65902,                0.91326,                0.46501,                  1.231,              0.0001061,              0.0001061,              0.0001061
                     89,                0.47474,                0.33775,                0.94414,                0.94073,                0.82793,                0.88913,                0.64679,                0.93246,                0.47291,                 1.2545,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                0.47907,                0.34246,                0.94468,                0.92997,                0.84851,                0.89354,                0.65058,                0.92023,                0.47885,                 1.2438,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                0.46987,                0.28218,                0.92598,                0.94878,                 0.8154,                0.88415,                0.64315,                0.91881,                0.47828,                 1.2541,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                0.45614,                0.27318,                0.91478,                0.93515,                0.83461,                 0.8907,                 0.6451,                0.94112,                0.47363,                 1.2765,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                0.45202,                0.27102,                0.91542,                0.92825,                0.84408,                0.88971,                0.65464,                 0.9413,                0.48628,                 1.2743,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                0.44288,                0.26557,                0.91356,                0.94309,                0.83544,                0.88943,                0.65398,                0.94034,                0.46916,                 1.2723,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                0.43843,                0.26364,                0.90833,                0.94272,                 0.8312,                0.89045,                0.65971,                0.91457,                0.46489,                 1.2508,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                0.42652,                0.25579,                0.90184,                 0.9392,                0.83784,                0.88854,                 0.6578,                  0.916,                0.46779,                 1.2529,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                0.42375,                0.25748,                0.90147,                0.94732,                 0.8355,                0.89376,                0.65774,                0.93267,                0.46576,                 1.2734,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                0.41789,                0.25143,                0.89742,                0.94672,                0.84202,                0.89726,                 0.6638,                0.91422,                0.45584,                 1.2581,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                0.42027,                0.25423,                0.90128,                0.94793,                0.83618,                0.89432,                0.66107,                0.93079,                0.45677,                 1.2709,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                0.41223,                0.24678,                0.89842,                0.94577,                0.83879,                0.89723,                 0.6635,                0.92056,                0.45488,                 1.2594,             2.1277e-05,             2.1277e-05,             2.1277e-05
